Hotel_name,name,rating,review
Hotel GranDhika Iskandarsyah,Trip.com Member,,"Receptions are very nice. The room is comfortable and clean. There many interesting places around here such as shopping mall, mrt station. It's very convention to use every transportations. It's very good experience here. I love it."
Hotel GranDhika Iskandarsyah,Lukman Tanjung,5.0,The room might not be very spacious but it is clean enough. I love the use of the glass bottle instead of plastics. The staffs are friendly as well.
Hotel GranDhika Iskandarsyah,Ira Dani Asalia,1.0,I was in a rush and they said the food will be done in less than 15 mins so i ordered. But they made me wait 40 minutes. a pasta? And simple soto for such big well known hotel? Really? The workers said NOTHING about it as well. Disappointing   
Hotel GranDhika Iskandarsyah,Trip.com Member,,"Because it only takes 5 minutes to walk to the company, I chose this place, and I don’t have to worry about traffic jams every day   The hotel is indeed a bit old, but the breakfast is very good, the service staff are very polite, and the service is relatively good. Swimming pool is also available. There is a convenience store opposite the hotel; there is also BlokM, a restaurant, and a food street on the basement level. It's okay to stay for a business trip. If it is a vacation, it may not be suitable."
Hotel GranDhika Iskandarsyah,Monica R S,5.0,"Did not stay here but had a work function at one of their meeting rooms for 3 days. Wifi is fast, food is excellent. The lunch buffet is probably one of the best in Jakarta (it ranks high alongside the big five star hotels). The food is mostly Indonesian but the taste is top notch! My colleagues raved about how good the food is, we would come back for seconds!    Thanks Kresna for the attentive service"
Hotel GranDhika Iskandarsyah,Moses Heryanto - TX TRAVEL Bogor,4.0,"Good location, just 5mnt walking distance from BlokM Bus terminal. Come for meeting in 18th fl."
Hotel GranDhika Iskandarsyah,Ari,4.0,"I recently stayed at Grandhika during a business trip. The room was comfortable and met my needs adequately. The food at the hotel was decent, though not exceptional. What really stood out was the strategic location of Grandhika, which made it convenient for my business activities in the area."
Hotel GranDhika Iskandarsyah,Chris Garrett,1.0,"False advertising. This place is a dump. Yes it's cheap, but I chose it due to location for a meeting 1) they claim to have a gym and still show photos of it. They shut it down three years ago. They told me they receive many complaints but for some reason have decided to not change the website (to lure in more guests) 2) the walls in my room were dirty, scuffed and marked up 3) there were 3 lights in my bedroom that couldn't be shut off with a switch so I had to take the key out of the wall unit, and sleep in the heat.   Some of the staff were friendly, but clearly the management are squeezing every last penny out of this place while they run it into the ground. Do not stay here."
Hotel GranDhika Iskandarsyah,Trip.com Member,,"One of the best service I ever got. Rooftop is amazing but closes by 9 pm and not open untill 5 pm.Close to the market, malls, metro and business center."
Hotel GranDhika Iskandarsyah,Rahadian,3.0,"We went to lowest basement using their small elevator to get to the parking lot, and then suddenly a bellboy and a guest enter the elevator from the lobby floor with his huge luggage carrier that almost fill the entire elevator space, make us very uncomfortable and difficult to get out from the elevator. And guess what, their destination are the upper level, probably the guest room. Can't they even wait until the elevator back from the basement to the upper level? Very inconsiderate towards other guest."
Hotel GranDhika Iskandarsyah,Y S,4.0,"Hotel service is ok but the location is not good enough to travel from here. Bit far from train station, bus station. Taxi can’t easy to get inside to wait, need to get out from hotel and stay at outside on the road."
Hotel GranDhika Iskandarsyah,See Chai Ho,3.0,Near …to train and local people/ local life ..  you will enjoy walking around . Japanese food and supermarket around too..
Hotel GranDhika Iskandarsyah,RIZKI BALA,5.0,"the rooms are comfortable, clean and spacious, the food for breakfast is also delicious"
Hotel GranDhika Iskandarsyah,Luc Haas,5.0,"Comfortable, clean, convenient, friendly service, fair price, great location, excellent breakfast. Our place of choice in Jakarta."
Hotel GranDhika Iskandarsyah,James Kayle Labasano,5.0,I stayed for 1 month and never disappoints. Breakfast is yummy and customer service is so good.
Hotel GranDhika Iskandarsyah,Cindy Stefanie,5.0,"Had almost a full week staying at Grandhika hotel and the service is excellent.
Mr. Syam helped me through the check out situation as I carried a lot of luggage with me. The room is also comfortable and well cleaned.
The only minus is that the room is a little bit dark and doesn’t have a lot of bright lights at night."
Hotel GranDhika Iskandarsyah,Yi De Fong,4.0,"I'm a long stay guest at this hotel (3 months). I've been here for 1 month and can say I'm quite impressed with the service. In particular, Qori, Endang and Iman from the housekeeping team have been very friendly with good attention to details.

Only downside is that the maintenance and quality of the rooms can be a bit lacking. For instance, the walls are quite thin so I can hear the person in the next room snoring and get woken up by alarm clocks in other rooms as well. My room also started leaking badly when it rained - they transferred me to another room promptly though."
Hotel GranDhika Iskandarsyah,Arung Isyadi,5.0,"IMHO, this is the best hotel if you're planning to explore southern Jakarta and still can go back to a comfortable bedroom. The restaurant at the rooftop is great but cook a bit long for a fried rice, the breakfast is good but nothing special except for the instant noodle menu. Overall a very satisfying experience staying 3 nights here!"
Hotel GranDhika Iskandarsyah,Lena Zarkowska,5.0,"Most amazing hotel in Jakarta for a very reasonable price. The staff were so helpful and friendly, particularly Sam from reception who looked after our bags after checkout untill our flight so we could explore the city. He also found me a sewing kit to fix my backpack which broke which was extremely kind. The breakfast was also amazing and one of the most varied we have had throughout our two months in Indonesia. We will certainly be coming back here if we are in Jakarta again!!"
Hotel GranDhika Iskandarsyah,Denise Ding,2.0,"This hotel is in a convenient location, and has the basic amenities that a business traveler needs.
The positives end there.

The rooms are in a poor condition (the lights/ac in my room either would not turn on, or would not turn off), cleanliness is mediocre at best (found hair from a previous guest in the bathroom when I checked in, a towel had stains), the walls are thin (I can clearly hear my neighbor’s TV), and worst of all - the reception staff are negligent, bordering on rude."
Hotel GranDhika Iskandarsyah,hendri mustar,5.0,"Perfect location, on the free odd/even street. Nice food"
Hotel GranDhika Iskandarsyah,Dorothea Cindy,1.0,"Reserved 4 connected rooms, came at 12. Front office told us to wait till 1pm for room to be prepared. Until 3pm still have to wait for the room to be prepared. No proper lobby to wait.

4.24PM finally got the other 3 rooms after waited for 4,5 hrs.

Poor service. Room corridor's ceiling looks disgusting with leaking & mushroom stain.

Let's see how the new year's eve event will go. Already have bad experience & mood since arrived here.

The worst hotel service I've ever experienced
REALLY NOT RECOMMENDED TO STAY HERE!

Edit : the food taste and restaurant service was good. If you want to come, just come to try their meals, not to stay. For 4 stars hotel quality, the service was absolutely hilarious"
Hotel GranDhika Iskandarsyah,Bambang Tri,1.0,"Meeting room was ok, but amazingly no business centre to print document, also the toilet near the meeting room was dark, wet and dirty. Amazingly Gym,spa and pool was closed on saturday.
Not a pleasing experience for both business and leisure"
Hotel GranDhika Iskandarsyah,Trip.com Member,,"The hotel is relatively old, and the bathroom lights and exhaust fans cannot be turned off.Booked a non-smoking room, arranged a smoking room. After talking with the front desk for a long time, I agreed to change it on the same day!"
Hotel GranDhika Iskandarsyah,Eric Effin' P - MTB Content,4.0,"Location is good as it's at Block M area so it's strategic.
Senayan / scbd / kemang / Gandaria.

Had the room service, it's quite nice and the portion was very good!

The only thing bad about this hotel is the lobby. If there are guests who think that with an expensive car, they can take own sweet time, then be prepared to wait. The lobby is very narrow.

The WIFI is quite good too.

If you want view, stay along the road but if you want the noise too.
Else, stay opposite to get away from the main road.

Air con was Antarctica cold and all else works well!"
Hotel GranDhika Iskandarsyah,Albertus Fuad PHS,5.0,"Tops: helpful, accomodating, and friendly staffs; great location; tasty and balanced food; clean room.
I ordered room service during my quarantine stay and the restaurant staff recommended a cheaper similar menu after I asked about allergens, good job!

Tips: soundproofing might need more work as I could hear clearly the noise from the street. It also would be much better if the internet were fast enough for a smooth Teams/Zoom meetings.

Overall impression: nice hotel with their staffs as their best asset. Worth the cost."
Hotel GranDhika Iskandarsyah,Endang Rinasih Pakso Wati,5.0,"I love this place, it’s a very nice place to stay if you want to be in the middle of shopping area. The room is super clean, the bed is very comfortable too. The breakfast menu is nice and has a lot of variations. The pool is not big but very comfy and clean, the water doesn’t cause irritation. I love the pool because it feels like a private pool. The service is very good, they also check with us directly if we have any complain. The technician will be immediately sent to do maintenance if we need help. The cost of the room is average, very worth money we spent. Overall, my stay there is wonderful. I will definitely visit again."
Veranda Hotel Pakubuwono,Robert Mulyono Putra,5.0,"This hotel is good, it gives quiet, peaceful vibe in the busy Jakarta, the Gym small but still can satisfy my need for pumps, open from 06AM till 09PM, got Apples and Oranges in the bowl, serve free water and Orange infusion Water, the Machine all are good.

Swimming pool last time the water is not so fresh, maybe too much chlorine or something, so my skin got itchy and hurt.

Room is clean, have a nice fragrance, bed is hard but comfy so can maintain posture, pillow was great very comfy, the table is long and big very functional, not so many charging place but still Ok.

Breakfast got many choices, but all noodle variant everyday were overcooked until soggy.
The other menu was great. Service is good. I love this hotel.

The location is not too prime for me but Still OK for Business trips."
Veranda Hotel Pakubuwono,Ahmad Marzuki,5.0,"One of the most comfortable hotels I have ever visited, with its spacious lobby, very comfortable, clean, and well-maintained rooms, incredibly friendly, responsive, and efficient staff. It makes me want to return to stay here again soon. And one of the most enjoyable moments was having a delicious breakfast with a variety of menu options, along with a view of the pool and the green trees surrounding it, which made me want to linger in the restaurant for a long time. Thank you to Miss Sarah for being so friendly and humorous.        "
Veranda Hotel Pakubuwono,Yun Sik Mike Choi,1.0,"The hotel was carrying out a paint job at night 11:00PM. When the staff answered my complaint call and could not provide an answer, she pretended she couldn't hear me anymore and decided to hang up. Because the paint smell was coming into my room through ventilation, I couldn't sleep well throughout the whole night and had a terrible headache the next day. Truly one of the worst experiences I've ever had at any hotel."
Veranda Hotel Pakubuwono,Leksy Jordan,5.0,"Good ambience. Clean room. Convenient location. Efficient check in and check out process. Thanking Laras, Gian, Mujianafor the excellent service.

Rooms: Clean, comfy, spacious, quiet

Safety: Well trained guards"
Veranda Hotel Pakubuwono,Trip.com Member,,"Great hotel,  service was excellent especially the restaurant for breakfast.   The manager Mr. Umeda-even came up to say hi to me.  Room was perfect in size and the small clinks were solved by the staff promptly and smoothly.   Great value for the money!"
Veranda Hotel Pakubuwono,Wanasarah Purba,5.0,"The hotel is really comfy! It's a really great choice to choose this hotel for a staycation (especially if u have a concert to attend at GBK). I love how clean the room is and how helpful the staff is to us. Special thanks to mas Diki for helping us with things while we're there, it means a lot for us!

Thank you, Veranda. We sure will choose this hotel again once we come to Jakarta."
Veranda Hotel Pakubuwono,Andre Gemalasatria Lolong,4.0,"Comfort and nice place to stay. Good breakfast too. Located in the heart ok Jakarta Selatan. Good for staycation or bring relatives from another town or country

Food & drinks: Had a good breakfast, Croissant were tasty, I can tell by the texture, its light brow color and taste. Sandwich and even the pootidge were good too"
Veranda Hotel Pakubuwono,Shivani Mishra,5.0,"Pretty good hotel for long stay with all the comfort. Rooms are neat & tidy and cleaned everyday by staff. The breakfast spread is really good and the restaurant serves a variety of continental and local dishes. The staff is very generous and polite and always ready to help.
Overall it was a comfortable stay with all the amenities at Hotel Veranda.

Rooms: Spacious and clean rooms

Food & drinks: Pretty good breakfast spread and restaurant menu"
Veranda Hotel Pakubuwono,Muhammad Fauzi,5.0,"Veranda Hotel Pakubuwono offers a delightful stay with its strategic location near a busway station, ensuring convenient transportation. The hotel boasts a unique concept, providing guests with a distinctive and memorable experience. Additionally, the on-site restaurant offers a delightful dining experience, complementing the overall pleasant stay."
Veranda Hotel Pakubuwono,Gwenda,5.0,"My second time to stay here. Very nice experience. Dion is a friendly and kind staff, I am impressed by his assistance and smile!

Food & drinks: Yummy yummy!"
Veranda Hotel Pakubuwono,Makan Berteman,5.0,"Great hotel in good neighbourhood. Stay on weekend and amazed by the service and hospitality. Special thanks to Sarah and Imron at the restaurant, super friendly! Truly recommended for weekend getaway

Food & drinks: Awesome food"
Veranda Hotel Pakubuwono,purwanto setiadi,5.0,"Situated right across a bus stop and only a waking distance from the commuter line station, this hotel is not only accessible, but also surrounded by places to look for foods and coffee. There's a mall as well nearby."
Veranda Hotel Pakubuwono,martha,5.0,"Food and the ambiance was nice, it was really pleasant. thank you ms Jessica for the hospitality that were given! Totally will be back again here"
Veranda Hotel Pakubuwono,andar irwansyah,1.0,Actually the room was comfy but the service was extremely poor.. the internet didn't work even after calling the reception to fix it  many times & the answer was so sorry that we had a problem with the wifi at your room that cannot be solved tonight.. never thought to stay there any longer
Veranda Hotel Pakubuwono,Trip.com Member,,"The hotel is good. The city of Jakarta is very good. It is very convenient to live here and take a taxi, but there are not many business districts around. Generally speaking, it is a quiet place. It is a good place."
Veranda Hotel Pakubuwono,Minjae KWON,5.0,"Loved it.

Rooms: The beds were really comfortable and the AC was properly activated making the experience more enjoyable without complains.

Service: The room cleaning was really good. When we came out for breakfast and returned, the rooms were good as new.

Location: I just liked the view of this place and the weather was always pretty good for swimming.

Overall, a really good place to stay, recommended."
Veranda Hotel Pakubuwono,Omar Hj Ibrahim,5.0,"One of the best boutique hotel in Jakarta. Besides the accommodation, location and ambience, the services provided is excellent and over the top. Kudos to all the staff that always makes my stay here really wonderful. I've always feel at home here so much so that I've save the address as home on my phone. My place whenever I'm in Jakarta.
Special thanks and compliments to Ms Yanisa and Kiki.

Safety: Its a small, private and safe here."
Veranda Hotel Pakubuwono,Azira Umar,5.0,"Im super please with this hotel. Good hotel, super comfortable room, delicious breakfast. Worth your money spend on this hotel ❤️

Rooms: Good pillow & good bed

Food & drinks: Great selection of breakfast buffet"
Veranda Hotel Pakubuwono,Muhamad AmRi,4.0,"Overall veranda is a pretty nice hotel located in the city center of jakarta. Not too pricey. The hotel is pretty clean and neat. However, they are shortage of key card, hence one room only get one card. To be noted that, the deluxe is not too spacious. I’d say it is a budget hotel with a bit of better service and decor. Do select the grand deluxe type for more spacious hotel room.

Overall it is pretty nice to stay at veranda hotel..

Nearby activities: Strategic location for a budget hotel."
Veranda Hotel Pakubuwono,Sondang “Sera Sera” Siregar,5.0,"Nice hotel, good ambience, and good staff especially ms Sarah frm.GRO. thank you so much for your hospitally.

Nearby activities: Close to mall Gandaria"
Veranda Hotel Pakubuwono,Patcharawut Supakong,5.0,"Overall is good. The room is clean and the location is near Gandaria city mall. Sadly, I have to minus 1 point because  the manager at Wyl’s kitchen asked us to pay for a small cup of hot water which is higher than the price we bought the cup noodles!! Even though it is not a big money but I see it a poor kindness and service of your hotel that you have done this to customers who booked a room with your hotel for 2 rooms and 3 nights each. Except this issue, all are good."
Veranda Hotel Pakubuwono,sipa alviana,5.0,"The recommendation for the Veranda hotel is extraordinary i am very happy to stay here the service is very good end friendly the place is also clean i am very happy with the concierge who shifts tonight Mr. Muzi and Mr Lana,
Thanks"
Veranda Hotel Pakubuwono,Trip.com Member,,"Overall hotel review is 7/10 but my concern is at the resto (Wyl's) is 5/10,  i ordered some Avocado Juice/avocado coffee.Once the serve said they didn't have avo juice, after a while they said they have avo juice, and it's pure from avo fruit, not flavoring. But when it was served, the color was Pale and it taste like avo flavoring with blended cream. Too bad i didn't take any pictures.Other side, the ambiance was really nice."
Veranda Hotel Pakubuwono,Meylisa LG,5.0,"Nice stay! Room is nice and spacious. Food is good, need more soup options but overall nice!"
Veranda Hotel Pakubuwono,Lolya Wagmi Atindriya,5.0,"Everything was good here, the food was nice and the good, the staffs were friendly and nice especially jessica, thank you so much for the hospitality."
Veranda Hotel Pakubuwono,K Y,5.0,"We had a pleasant stay at Veranda. They have affordable, clean rooms where we can relax. Staff is very helpful and attentive. Will come back."
Veranda Hotel Pakubuwono,Alifa Dimanti,4.0,"The rooms was fine, clean and neat
The ambience also fine
But when we stayed there, took a lot of time to order room service.
1st time, we've waited for 20 minutes before they took our phone just to order foods. Second time (1 hour later, need to re-order food for the kid), they didnt even picked up the phone. Trying almost 30 mnts back then, so I gave up. Ordered from gojek instead.     "
Veranda Hotel Pakubuwono,Bharati Bhattacharya,5.0,We had a nice stay. The check in & out were hassle free. The staffs are friendly & had good service. The room was big & clean. There's a clean pool that operate 6am - 8pm. Overall will recommend
Veranda Hotel Pakubuwono,Takahiro Nishiwaki,5.0,"Nice serviced hotel.
I totally satisfied with the service they provide.
I come to understand that co-worker recommended here.

Nearby activities: It's regrettable that there are no place to buy groceries.
It would be nicer if there is a convenience stores nearby or minimart is inside the venue."
Veranda Hotel Pakubuwono,Aldy Rasyid,5.0,"Went to the hotel for a business meeting. Greeted warmly by the concierge Mr. Kiki. The lobby was very comfortable and spacious, now I'm very interested to stay in the hotel.

Well done, Hotel Veranda"
Goodrich Suites,Vincent T,2.0,"Bad wifi signal, I had to use mobile data as it doesn't even reach the bed. A 3 rating hotel at best while somehow having a 5 star rating. While the hotel has decent rooms and exudes an air of luxury, it lacks the refinement that usually begins at 4 star hotels, mediocre food, poor use of digital media, lack of care for small details and the rooms do not accommodate for foreign travelers. There are often parties on Friday night in this area, so expect a bit of noise from outside and a lot of noise downstairs.

Rooms: Starting with the pro its a decent room, spacious, great bathroom with fancy electronic toilet seats and good hot water, the laminate wood flooring is not cold to the feet. The cons are significant, the room has poor soundproofing with sounds easily coming from the next room and outside, many local power outlets with poor power draw, no office table for working with a laptop. Furthermore, some aspects of the room look well worn and show obvious signs of wear. The do not disturb and make up room is an obscure switch.

Food & drinks: Glorified warung (street stall) food. The soup noodles are similar to instant noodles, fish and chips have low quality batter for the fish. Sate however is quite good. The breakfast area at one point was reserved, pushing guests outside and to the back where we had to pass through smokers and people swimming in the pool. Soft drinks are overpriced.

Noteworthy details: BAD WIFI SIGNAL! The speed is good, but the connection quality is very bad and doesn't reach much of the room, I had to use mobile data most of the time. The use of digital electronics is very poor, with the QR for in room dining being just a page full of ads. Even the TV ads use low quality images. The hotel also often do not cater for international guests, many not knowing how to accept payment with foreign credit card. On a small note, the lobby and other areas are over perfumed."
Goodrich Suites,Tania Federica,1.0,Mba marketing eventnya ga niat ladenin tamu & ga professional. Untung all team resto very helpful & ramah. Will not recommend this to all people who wanna arrange event here if she was still the marketing of this hotel.
Goodrich Suites,Prihadi Ramadhany,5.0,"3rd time stayed in this hotel, they have different room layout, my favorite room layout is room with number ending with 16 (e.g. 516, 416, etc.).  Toilet seat is heated and has many function buttons.

Location is at south Jakarta, where Kemang, Simatupang, Cipete, Fatmawati is nearby.

Its nice & quite hotel, except for Friday where its a

little bit crowded in parking area because people

coming for their restaurant & cafe on 8th floor. Room service f&b is good, tried gado-gado, oxtail soup and soto betawi.

Bfast selections its similar to most hotels, bread, pastry, fresh juice and western/indonesian food selections.

Checkin g checkout process is fast.

Will back for sure"
Goodrich Suites,tsakila dania,4.0,"Cheapest and the most best value for money for 5 star hotel in jakarta! Breakfast was AMAZING and cheap. I would recommend this place! Amazing and unique interior design! Huge room with a bathtub! You have to notice something tho, there are a lot of illegal racing at night ( can be loud ), Small pool, a lot of dirty small details or scratched. And a pretty much small hotel for a 5 star. Staff was friendly and amazing tho! Well there are some minus and plus but I personally can tolerate the minus. But I would say its a 4 star hotel instead of 5. I would still recommend it because of the price, bath tub and breakfast!"
Goodrich Suites,Pavan KAPOOR,5.0,We attended a church event here last week and the function room was very a very good size for our group. The ambience of the hotel lobby is amazing too.
Goodrich Suites,Trip.com Member,,"The room was good, clean and the place very strategic.We give 3 star for the facilities since the AC very hot until the engineer fixed it. The wifi also needed to fix, to make it more faster network, and very sorry since they dont provide the refrigerator (only coolbar)."
Goodrich Suites,Jojo S,3.0,"I am honestly disappointed with the service from workers at a 5 star class hotel in an elite area, namely in Kemang. Before I entered the hotel, I registered via WhatsApp asking for a baby bed for my toddler. Even when I arrived at the hotel, I reminded him again. I even called 2 or 3 times to ask why it hasn't been delivered yet. I even brought my stuff to my room myself because there was only one tool to carry customer's stuff to their room. Seriously for a 5 star hotel?? For the room and bathroom I was quite satisfied because it was big and quite clean. Then for breakfast, I eat at 09.45 in the morning which is they close at 10.30 but some of the food is empty and cold and then not refilled. In any hotel I stay, it's not even a 5-star hotel, even if the food runs out and closing time is still quite far, it's always refilled. Quite shocked. Then for the taste of the food apart from dessert, honestly quite disappointed again. Even on the table there is no tissue. My child accidentally spilled the infusion water then under the baby's chair was full of water and I asked some woman to clean it along with saying sorry for the trouble. The woman who guards the coffee machine idk the name with an unfriendly face just looks at it and nods her head. A man came long enough just to clean the floor. And indeed this woman is quite unfriendly to customers, yes, because there is no greeting whatsoever because when I entered the breakfast room I felt wow, it was really bad, there was no one guarding the front to ask what room it was from. Come in, just come in   even the workers there, if they run into a customer, don't say hello, just pass by. My suggestion it would be better if the workers were retrained for the sake of the continuity of this hotel itself, because my husband (a foreigner) gave an opinion that this hotel actually had to improve for many things because he had never found a 5 star hotel with service and breakfast  like this. Parking area is also very limited. Sorry but this is an honest review from me."
Goodrich Suites,Jeffry Johannes,1.0,Stayed here multiple times and this is the worse experience. Got tricked by the receptionist name Dela. Lack of coordination between breakfast room and receptionist
Goodrich Suites,miranda warokka,5.0,"went here for workshop and seminar, don't know the room ,but I love the pool"
Goodrich Suites,felliks montolalu,5.0,"Comfy place, near to lippo mall kemang. One of the best place for staycation with your partner/family

Food & drinks: the foods and the staff all good.."
Goodrich Suites,cut emyra,4.0,"The hotel location very good near Kemang and near main road so easily accessible. The room also big and bath tub also available in certain type of room. Also available bar at the rooftop so you can easily hang out without go outside.

But, the services (in the restaurant) quite dissapointed and they need more train their waiter."
Goodrich Suites,Juan Wrik,5.0,"Best hotel for noiseless sleep in even the still busy south jakarta and the superb clean bathroom,  all of it due to the intentiveness & initiaive of the staff, who also helps even after you checked out."
Goodrich Suites,Nadya Yolanda Moeda,3.0,"Checking out tomorrow but the last few hours staying here speak volumes about their overall service. An hour of waiting for two bottles of drinking water? Ridiculous. But the food is excellent     If I were to come back, it’d be because of their food."
Goodrich Suites,Claire Bohrer,1.0,"Avoid at all costs! Never have I ever had such a miserable experience at a hotel (side note, this hotel is 3 star at best; the 5 star description is laughable).

Firstly, each night the hotel hosts events on the third and eight floor. Events with DJs and loud base and these hotel rooms are not sound proof. It doesn’t matter which floor you are on, the noise will carry and you will not get sleep until the event ends. Other issues include ratty towels with stains and bathrobes with holes large enough for your leg to fit through. The front desk attendants are also inattentive and won’t even give your room a call when you have a delivery. I cannot find a single nice thing to say."
Goodrich Suites,Adhika Mafran,4.0,"Affordable price for 5 star hotel.

Rooms :
Roadway noise, you can hear car's horn in the middle of the night. Like the room doesn't have soundproof.
The room has a sofa window and you can see others windows from here.

Buffet : Limited choice
Staff : Pleasant staff."
Goodrich Suites,Rizki Ikhbar,5.0,"Nice hotel and good food, strategic location in Antasari near Kemang, Goodrich Suites, Artotel indeed an artsy hotel and it also has very beautiful view in dusk, what a lovely hotel to stay with your beloved couple, a very recommended hotel to try, thank you Artotel."
Goodrich Suites,Takeshi Kiri,5.0,"Fairly new boutique hotel opened in 2018 with spacious rooms, bathtubs in every room (yes the water is filtered), and a hip 8th floor bar called the Roosevelt Room. Well managed, clean. modern, and reasonbly welcoming to foreigners, I recommend this hotel. Also, the breakfast buffet cannot compete with the big hotels but it's still qyotw decent. I found the quality to be quite good."
Goodrich Suites,Zizi Suherman,1.0,"The royal suite that turn down our expectations, the toilet door couldnt properly closed, no idea where the water suction for bathtub spillage are going, pretty much flooded by it on the bathroom floor , dont get me to differentiate hot water and cold water coz both are just cold in any day of a situations..

surprisingly the suite is even more approriate, no flaws."
Goodrich Suites,Erly Tunriallu,4.0,"After read the recent reviews so I decided to request few things when I booked and check in.
- Quite room and not in front the toll road.
- King size bed and non smoking
- Not same floor with bar/restaurant

And I got quite and nice room but some things really need to be improve and it have been informed by many others guests:
1. Pillows must be changed it with new because it was too thin to sleep with and not clean enough.
2. Towels must be changed with new or you must laundry with bayclin and citric acid so it's help to returns the white colour  and brighter. Give some softener, too.
3. The aircon need to improve not cool at all, we asked engineers and they responded fast but the aircon still on off. They offered to change the room but we declined since we stay only 1 night.
4. The vitrass has broken, need to changed/replace and Gordyn need to wash..quite dirty.
5. Water washer on off between hot and cold.. need to be service and maintain well.

Good values:
1. All staffs are very nice, friendly, welcome and fast response since at security at parking area, receptionist at lobby, engineering staffs, housekeeping, waiters at restaurant.
All of them very nice and friendly.

2. Very spacious room and bathroom with nice view to Kemang Mall

3. All the room from bedroom, bathroom, toilet, public place, Restaurant, Gym, are clean and spotless.

4. Strategic location near to toll road, Kemang Mall, restaurants around Kemang.

Hope my review will help you, thanks     "
Goodrich Suites,Cha,5.0,"Such a good experience for me to stay in this hotels, great ambiance but the most important is great location

Nearby activities: There is a mall nearby and also tons of food that you can buy online"
Goodrich Suites,Charista Lovapinka,5.0,Super nice hotel with great hospitality and delicous breakfast as well. Definitely will come back to this hotel for staycation     please keep the good service!
Goodrich Suites,Barried Gharizah,1.0,"Stayed in the Royal Suites Room. Room was decent however the layout was totally different from the advertised pictures. We booked the room because we wanted to enjoy the bath tub by the window but we didn’t get that. Understand that the availability is limited, but still disappointed. This wasn’t what we booked for.
Another issue was with the water. It was yellow/brown! Definitely don’t want to soak my body in that water. Complained and the staff just told us to keep draining the water until it is clear. We never had experienced this in any other hotel! They should clean their water tank/pipes!!
The room was also not soundproof. During the night, we kept hearing the music from the club downstairs and even from the nearby neighborhood event in the morning.
They offered compensation (free breakfast) but still it wasn’t an enjoyable stay."
Goodrich Suites,Alicia Gracielle,2.0,"The room service is so slow. They used QR code to order the room service but it seemed like they didnt standby at the website. I ordered chicken corn soup at 10.48 but my food came at 12.05. I asked the receptionist to relay my message to the housekeeping to clean my room when im about to go out. But when i came back my room wasnt clean yet. Also the last night i stayed here, the security told that the only way to park is through valet cause the hotel was packed, so we did. But the morning when i checked out, my car was broken down and couldnt be started. Turns out they left my car on and didnt turned it off through the night so my car’s battery was out. Such a shame when the room and ambience is actually nice."
Goodrich Suites,Citra,5.0,"Was here just for a night. I like the concept of this hotel. It felt warm, comfy and homey. Also when I walked into lobby, I really like the smell. Smell fancy and calm.
I came at 13:00ish, and I tried to check in. I wasn’t be able to check in at first because check in time is on 14:00. So I wait on the lobby. Then suddenly the staff call me out and tell me that I can early check in. So I headed to the room after they gave me cards.
Room was quite spacious, covered with carpet which I like, but the aircon doesn’t feel cool enough even tho I put the number 17/18 degree.
I like the composition of the color.
Toilet was high tech, the seat was heated. Like a toilet in Japan.
Everything at room was great.
Bfast was not so good. I had my omelet, and it tasted not so fresh, idk why.
the nasi goreng kampong is very tasty, I also get my 2nd plate.
Bfast varieties is very limited, as a 5 star hotel, I expect more. :(
Overall taste was okay. Which I also expect more.
Pool’s great. But I sometimes get shy bcs it placed in the front of the restaurant."
Goodrich Suites,Ray's mom,3.0,"Check-in process: almost 15 minutes standing in front of reception and I was the only guest at that time! She looked like she was busy doing something behind the counter, pacing between desks 1 and 2 while processing my check-in. This is totally unacceptable.

Room: facing the street on the 4th floor, no soundproof at all! We could hear everything from the street. The sound is very disturbing if a motorbike is speeding in the middle of the night with a loud noisy exhaust. Please, do something to make the windows soundproof.

The mini fridge : not working. All drinks inside are not cold at all.

Bathroom: speechless about the towels quality. It's a thin and dirty white color towel. Rather a 2-3 star hotel towel. And no small/hand/face towels. Only 2 towels with poor quality and torn edges.. what?! This is supposed to be a 5 star hotel, right?

Breakfast : limited variety

The good thing is the bathroom has marble with separate shower and nice bathtub. Wifi is good."
Goodrich Suites,Marssel Pratama,3.0,"Pros : Neat and spacious room with bathtub. Great internet.
Cons : The cleanliness of the room can be improved. Bad for light sleeper because the location is near the highway and you can hear the sound of the traffic since the room is not soundproof. Not so many variant of food. They started doing like construction at 10 pm while my family is sleeping, even i had to call the front desk to stop the construction."
