Mall_name,name,rating,review
The Darmawangsa Square,Dean Chen,4.0,"its a small mall but pretty cozy, kinda reminds me of a small town shopping center. There are only a few floors and all the shops feels like they are owned my sole proprietors (in a good way), private brand boutiques, salons, dentists, liquor shop etc...idk but i think i am more drawn to the fake but still beautiful clouds....well done guys... but

but wait! theres moooOre!.... theres more shops in the basement!... oh mine a tiny Japanese restaurant! nicely done guys  ."
The Darmawangsa Square,lc wang,3.0,"A shopping centre that has been around for decades. Consisting of four floors, the landscape is in long n narrow shape.
Mostly occupied by korean style hair saloons, restaurants, then fitness centre, pilates n yoga studio, art galleries, clothing store, restaurants n supermarket, offices, tile shop etc.
Limited parking space here. VIP parking spot available for fee 50 k.
Unfortunately, the toilets are not wheelchair friendly as no ramp nearby.

Came here for a nostalgic vibe"
The Darmawangsa Square,Sutomo Juwono,4.0,This is a very small strip compared to many shopping malls in Jakarta. Quiet place but well maintained. Some delightful restaurant but limited food options. A very interesting place to have business discussions and informal meetings
The Darmawangsa Square,Teguh Yuniswan,4.0,"A nice small shopping small if you want to grab and go. Here is what's you can find at The Darmawangsa Square....

On the ground floor there are a couple of restaurants (Japanese, Indonesian and western) there is a Ranch Market for grocery shopping, and a couple of boutiques. On the upper floors there are a couple more boutiques and restaurants and also a travel agent.

The prices here a a bit expensive compared to other shopping malls.

The biggest downside of this place is the parking, the front side of the building is reserved for premium valet parking. That doesnt leave much space for above or below ground parking."
The Darmawangsa Square,leona gauloisses,4.0,"Mini mall I would say. Mostly small cafe and restaurant. Dentist, studio, supermarket. Exclusive level for certain people. Good for ppl who don't like crowd."
The Darmawangsa Square,Wishnu Soehardjo,4.0,"A small plaza connected with Hotel 101 Darmawangsa and across Grand Wijaya Center. The location is very strategic and design is very good, however the place that used to house several high end designer now  doesn't have a lot of tenants. Good for quite meetings or rendevue"
The Darmawangsa Square,Travellin Adira Insurance,5.0,"Exclusive shopping mall though it is small. It is not family destination to spend time and shopping. There are supermarket, restos, cafes, yoga & pilates place, health care facilities, clothes store, private school and offices too. At the corner there is 101 hotel. Across the building there's convenient store and travel agency. Surrounded by high class housing area. Wealthy people like to go there because it is less crowded compare to other mall."
The Darmawangsa Square,F. Kusuma,5.0,One of the coolest places to hang in South Jakarta. Plenty of little shops and cool restaurants.
The Darmawangsa Square,Venny Devita,5.0,The ambiance of the place was great
The Darmawangsa Square,Ruslin Widjaja,4.0,"parking can be a hassle, too many VIP parking slots"
The Darmawangsa Square,Evan Deviliozo,4.0,"This place like a shadow of his former glory, one main issue from beginning is they lack of parking space, so when before they still have a higher tenant occupancy, many people reluctant to visit here since they will facing difficulty to get parking space. Then several competitor built shopping center too in nearby area with more complete and bigger area. Long story short, pandemic came and it is affecting this place. Now tenant occupancy is below 40% and lot of them also not active."
The Darmawangsa Square,regi,5.0,Cool place to hang out. Nice neighborhood mall..
The Darmawangsa Square,Putri Agustina,4.0,"I visited Subtitles, great place for watching with small group of people however the devices were quite old school so it matched my old school laptop   

For The Square itself, most of the shop already closed at 8pm and the place already quite at that time"
The Darmawangsa Square,Pangihutan Marpaung,5.0,Nice place to have lunch
The Darmawangsa Square,J B,5.0,Neat little shopping mall the Ranch Market here has the nicest fruit stand I've seen in a long time.
The Darmawangsa Square,Kusuma Febriani,4.0,"Good quality shopping, nice salon especially for Korean hairstyles, good restaurants - all menu delicious taste - good for shopping and relax, not too crowded, some stores are closed"
The Darmawangsa Square,Albert Kevin,5.0,"The place is not too big and the atmosphere is very nice. It is a good place if would like to meet with a friend or having a small meeting. Despite that the parking park is so limited, than you can park at ruko nearby and walk your way to the mall."
The Darmawangsa Square,Bingah Suseno,3.0,Always hard to find parking spot
The Darmawangsa Square,janto wihardja,5.0,"Finally, what jakarta needs is a discreet progressive dining privately owned by a food enthusiast. Called 'privy' ...there is no sign n the receptionist of the mall may not aware too. Strictly by appointment with selected menu + option of great wines. All the meals will be explained in details... chilian sea bass, silver label ribeye bone...steamed Maine lobster... enjoy privy..."
The Darmawangsa Square,Chrisna Angela,4.0,The quiet place you can hangout in
The Darmawangsa Square,Nadja P Adhianti,4.0,"Small mall with some shops selling fashion premium brand, some cafe and restaurants, dental & aesthetic clinics, beauty salon, grocery store. The atmosphere mostly quite than bigger malls and it's comfortable for business meeting place. Mostly i came here for meeting with clients / working partners."
The Darmawangsa Square,Virna AR,5.0,"Quite, calming place for working. Need grocery? No worries, there is Ranch market. Lunch? Teras Dharmawangsa, your hair messy? The Parlour"
The Darmawangsa Square,Ibrahim R. Hakim,5.0,"The Darmawangsa Square

The Dharmawangsa Square is a mini mall in the heart of Dharmawangsa area that consist of various restaurants, shops, beauty clinics, and many others. This mini mall is also connected to a hotel called The 101 Dharmawangsa, which makes it very convenient for the guests staying at the hotel if they are looking for something to eat or something to buy.

You can find popular coffee chains in this mini mall, such as Starbucks, Coffee Beans or Kopi Tator. Furthermore, this mall also has a supermarket (Farmer's Market) for your grocery needs.

The mall itself is not too crowded like many other or larger shopping malls in Jakarta, which makes it a very relaxing experience if you just want to find something to eat.

However, my problem with this mall would be the parking space. It has an outside ground-level parking space, as well as basement parking space. It can be very hard to find parking on the outside parking space. However, the outside parking space is still preferable compared to the basement one. This mall has four entrances which are easily accessible for people who are parking on the ground level.

Meanwhile, the basement parking space is quite narrow and badly ventilated. The stair access to go to the mall's lobby is also limited, which makes it inconvenient to park down there. Furthermore, there is a prayer room in the basement parking area but I can boldly say it is extremely unsatisfactory as it is too small, damp, and quite a hassle to access it."
The Darmawangsa Square,Ivan Aditia,4.0,"Nice little European style shopping arcade with some cafes, restaurants and a supermarket. Good place for having small meetings or those who stays at The 1O1 Sedayu Dharmawangsa hotel next door are looking for something to eat but don't want to eat at Kemang or anywhere else. The only cons here is the basement parking area which is limited and quite narrow."
The Darmawangsa Square,Wa Wa,4.0,"So many food restaurant here, you can choose different resto that you never found menu before, like this menu is Japanese menu but serve with kimchi which is Korean food.."
The Darmawangsa Square,andhi maulana,5.0,Nice and cozy for lunch & meeting
The Darmawangsa Square,ida dida,4.0,"Great experience, not like going to the mall. Instead, it's like strolling the little beautiful town."
The Darmawangsa Square,Loren G.,3.0,"Small buliding with small shops and cafes.
Have ranch market for the grocery.
Well maintained, and parking slots in basement and around the buliding."
Melawai Plaza,Adi S,5.0,"Melawai Plaza,
An iconic landmark, stands resolute in the present era, bearing witness to the passage of time. Despite the changing tides of modernity, it remains a cherished relic of the past, exuding a timeless charm that captivates all who visit.

As I sketch its graceful facade, the gentle breeze whispers stories of bygone days, intertwining nostalgia with the vibrant spirit of the present.#kisahjakarta #adimacewindu

Cat air di buku A6"
Melawai Plaza,Kania Defira,4.0,"Legend. A historical place for teenagers 80-90's Now just an old place, but there are still gold and clothing shops to visit.  Good location for retro photography."
Melawai Plaza,Mufrizon. Architect,5.0,"go back to old time
Lintas Melawai, Melawai is the name of a street in the Blok M area.
Lintas Melawai, popular with acts of young people to their existences, at this moment this two way street also gets jam because the young people do parade every evening."
Melawai Plaza,Rinaldi Herdianto,3.0,"The once popular shopping center is now mere shadow of what it once was. The only shops you can now find here are gold jewelery and watches, which are also slowly dying out.
The layout is still reminiscent of shopping centers from the 80's hence it really feels dated."
Melawai Plaza,Jeremy Mseitif,2.0,"Place is way too old, no wonder why hardly anyone in the food court and place is empty."
Melawai Plaza,Primazahra Agya Zaenal Mutaqin,4.0,I came here with my gf to look for a wedding ring. They have many outlets for jewels. The price was competitive. Lack of parking space
Melawai Plaza,Adrian,4.0,brand is good price good but so hot inthe mall
Melawai Plaza,Ivan Aditia,3.0,"An old shopping center from 1983, and a well known place for golds and jewelries. This place has definitely seen better days; it is now a run down creepy looking place, let alone with its retro 1980s ambience. Only the ground and first floors are usually crowded thanks to the number of jewelry and gold shops, while the rest are like a ghost town. Those floors used to have department store and a supermarket which have long gone. The top floor now houses a mosque."
Melawai Plaza,Colin Anderson,5.0,"This is a great mall. Some might find it old but there is nothing wrong with being antique. Wide walkways between shops and not crowded with hyperactive, screaming kids or overpriced branded goods. I've been having my watch serviced here since 1995. hi is my favorite mall in Jakarta"
Melawai Plaza,Dicky Bachrudin,4.0,"Wanna have a nice and good jewelry shopping? this place is recommend. You can bargain,but not too far from the price the seller ask. A variety models of rings or customized item are available"
Melawai Plaza,Tia T,4.0,"I came here on lunch time to pick up delivery for my mom. Lots of gold merchants here. By a glance the gold jewelries design looked up to date and have wide range varieties. I am tempted to come back here for some dainty earrings next time. The building itself looked dated and the escalator seems old. Bought my lunch at KFC next the building there, oh and no need to worry if you wanna get taxi, they're a lot on the outside."
Melawai Plaza,Chaw Annisa,5.0,"If you need to buy jewellery like gold and diamond, this is the right place. There are many stores which sell it with good price. There also place to buy/ fix your watch."
Melawai Plaza,Anto Judakriya,4.0,"Often visited Melawai Plaza just to buy diamond jewelry. Recently bought cross pendant with white gold necklace at Victoria Jewellery shop, located at 1st floor."
Melawai Plaza,Triati Arishanti,5.0,Looking for gold jewelery? You should come here. Many shop to choose and also the legend Kari Umbi small outlet with the famous Siomay.
Melawai Plaza,Mohammad Zaki,5.0,"Althought parking space are limited, jewelry and golds sell here had so many variation and model."
Melawai Plaza,Idaris Simorangkir,5.0,"If you'd declared as Jakarta's citizen, this place is one of ID trade-mark. Why..? B'coz most Jakarta people's been growth together with this historic & pionee shopping mall in the region era.
For my fam. 3 important stuff has to be found here, such as; Jewelry (especially for family would like to held their children/relative marriages); Watchs, for whom would like to give a ""memorable gift"") and Outfit (for whom would like to wear a Taylor made style or fashionable only for women). The Price..?
No need to discuss, due to each merchandiser always say ""This reasonablenprice, just for you as my loyal customer"" sir/mam !
We like to come here regulary..event just for take lunch at mini resto; beside the plaza."
Melawai Plaza,Cicilia Theodora,4.0,Melawai Plaza is far different than before.
Melawai Plaza,Mochammad Dimas Sanjaya,4.0,"The place for you to buy or sell gold, jewels and many women accessories related to gold. The gold shops offers many products, from wedding rings until gold for investation. The parking lot can accommodate about 100 cars and 200 motorcycles. The entrances for parking lot is beside KFC, the guests have to climb down the basements to get park and watch out not to enter the other malls."
Melawai Plaza,Dedy Nurhan,3.0,"Good old place..nice spot for retro car ""lintas melawai"" photography"
Melawai Plaza,Hammad Ahmad,4.0,"Great place to buy t-shirts, pants, cargos, flip flops, shoes, belts, watches, jewelry, scarfs, etc. Prices are lower than most of the other malls I have gone to. Have some food shops and a couple of fast food outlets for a quick bite."
Melawai Plaza,Faith MG,5.0,"This Plaza sells jewelry. Dimond, gold white gold they have it all.  Most of the stores can repair jewelry too. I really enjoy shopping for jewelry from this place because they have many shops in this building."
Melawai Plaza,Oliver Sebastian,5.0,"Good atmosphere.. feels like in Blok M or ICT Fatmawati. Complete for the shops, lots of things can be found on this place.. highly recommended"
Melawai Plaza,Arman Pramono,3.0,Many jewelry shop. Parking a bit difficult
Melawai Plaza,Juliarty Masson,5.0,The place to go when one want to buy jewellery and repair watches.
Melawai Plaza,Harry WALUYO,4.0,"Since the covid 19 pandemic some shops are closed, but many gold shops are open"
Melawai Plaza,Nur Auryn (Nue),4.0,"If you want to buy jewelries, you can come here. The stores will offer you so much variation from shape till the price."
Melawai Plaza,Budana P,4.0,"The go-to place for jewelry. If you live in South Jakarta, try this place for your jewelry needs. Especially gold based."
Melawai Plaza,Dini Andetyorini,5.0,"Went to look for a diamond ring, many stores to look into. The parking lot is a bit too dark tho, overall was a good experience."
Melawai Plaza,Kemal Dave,5.0,strategic. very 90s ambience
Melawai Plaza,Ricky Yosua,4.0,Find reasonably priced jewelry and watches here. Good quality products. You can haggle too.
Mal Ambasador,private channel,2.0,"The mall looks downmarket and rundown, but small gadgets aren't cheap. An adapter or cable costing 10k online is 50k here.

The only good thing about it is a large and busy food floor with both halal and non-halal (pork) sections."
Mal Ambasador,Martin Djamin,4.0,I usually visit this mall for repairing my watch and wall clock. There is a professional shop that can repair watches aand wall clocks namely Sinar Arloji
Mal Ambasador,Alwyn Samuel,4.0,"The mall is not as crowded as it used to be. You can find a lot of stores for computer and cell phones, but I always go here for this one shop that I post. =)"
Mal Ambasador,Fajar Muhammad,5.0,"The place is spacious and there are lots of shops which make it easy for us as buyers to look for good things, the place is clean and comfortable"
Mal Ambasador,Alex Giansante,4.0,"Good mall in general, not flashy at all. That's a pity that some stands are closed. Good hairdresser, inexpensive and a stand with great t-shirts. This mall is losing business as some shop owners started to sell online."
Mal Ambasador,Fauzan Muhammad,4.0,"Good mall overall, many phones and computers shop here. Also offers quite nice food"
Mal Ambasador,andi Pe,5.0,"complete mall. there are clothes, electronics, cellphones and food. make traveling or shopping very enjoyable, at competitive prices."
Mal Ambasador,Hasbi Hakiki,5.0,"Best comfy place ever for me time and also best vibes, well then you can even see the sunset of jakarta over here and seeing the crowds of jakarta also here"
Mal Ambasador,Syamsudin,5.0,"Items are always new and updated, suitable for visitors who are looking for new items"
Mal Ambasador,Abdul Razzaq,5.0,"Long time no going here, the food court at top level was changing a lot and have a various choice of food at a wide range. As a non-golden triangle worker, i assume lots of people came here every lunch frequently because it have a lots of table to eat together with friends and colleague."
Mal Ambasador,WintorialsLift,4.0,"A nice mall, however the one I want to focus on is the elevators and escalators. Seems that the service elevators (Lift 4 and 5) need a little bit of work on the flooring, and a particular escalator (East Atrium and it's one of them that goes to-from 1-2). Other than that, definitely a nice ""classic"" mall (commissioned in 1997) and I definitely recommend coming here if you need to buy general things like computers/phones, eat in a restaurant, etc."
Mal Ambasador,32 ara,5.0,"Mall Ambasador has been recognized for housing a mix of local and international brands, making it a favored destination for shopping among locals and tourists alike"
Mal Ambasador,Masquerade of Sorrow,5.0,Mall not too crowded though some stores are closed still comfortable for quick break from work
Mal Ambasador,Md. Aminul Islam,4.0,"Electronics products are little cheaper here. In Addition, you can buy good watch from here!"
Mal Ambasador,Santika H Pyrena,5.0,I visit once a week only go to Church GDI.. But so far all facilities like Escalator or lift is perfectly work.. The foodcourt also good..
Mal Ambasador,Lidyamelia,4.0,"Pretty hectic shopping store, at the LG you always see mobile phone  and car fair sale, whilst money changer and store for cheap fashion surround it.

In 2nd  floor where u can get lot of  gadget and phones find the trusteed shop, process offer here cheap than the others shopping mall, its located next to shopping  superstore  ITC kuningan the building  conjunction to each other, so you can access this place form inside the building .

In 3rd floor food court and food stall, where during afternoon lost worker from nearby office building eat here, there's various cheap and delicious food available.

In upper floor there's only one factory outlets where u can buy import fashion for travelers and there's also some kind church for Christian"
Mal Ambasador,Ridwan Maulana,4.0,"Nice Mall, Parking area space is good, There is Prayer Room available in basement area, Access for vehicle is good."
Mal Ambasador,Ronsi nolast,5.0,"Great place to shop, cheap but still high quality products"
Mal Ambasador,Darmawan,5.0,Quite aged already but still a great place to visit and do some shopping
Mal Ambasador,Hukma Shabiyya Rizki,5.0,"Best place for getting phone, installing screen protectors, services.

Food court has many options, try the Kue Soes near the escalator!"
Mal Ambasador,Rene Jansen,4.0,"This is like a nice pasar. All small stands with a big variety of products. Old building but I like the market stands and also the food corner. Not fancy, just normal."
Mal Ambasador,Sepino Yulius,5.0,So many good store here
Mal Ambasador,Rizky Ramadhani,4.0,"clean place, very comfortable, suitable for shopping for daily needs"
Mal Ambasador,Péter Besze,5.0,A place you can buy all electronic gadgets you need. And a lot else as well.
Mal Ambasador,KiesCloud,5.0,"This mall offers a variety of shops ranging from clothing, accessories, beauty products, to electronics. Visitors can find both local and international brands here."
Mal Ambasador,Wibisana Jusuf,4.0,"Looking for gadgets, cameras, outfits or just plain daily necessities? Look no further. Tons of competitively priced shops. Branded or no branded. Original or fake."
Mal Ambasador,Bella Hasibuan,4.0,Old mall but stil comfortable
Mal Ambasador,abdrcao,5.0,If you wanna find cool gadgets then tou find the right place.
Mal Ambasador,Asim Gt,4.0,"This place is considered one of the oldest markets that I visit when arriving in Jakarta, and I enjoy shopping there"
Mal Ambasador,Florence Natalia,5.0,Still great for window shopping & affordable. Food court on 4th floor still awesome
